ID,round,choice,reward
2,57,1,3.4285714285714284
2,58,1,3.4285714285714284
2,59,1,3.4285714285714284
2,60,1,0.0
2,61,1,0.0
2,62,1,3.4285714285714284
2,63,1,0.0
2,64,1,3.4285714285714284
2,65,1,0.0
2,66,1,3.4285714285714284
2,67,1,0.0
2,68,1,3.4285714285714284
2,69,1,3.4285714285714284
2,70,1,0.0
2,71,0,2.0
2,72,0,2.0
2,73,0,2.0
2,74,1,0.0
2,75,0,2.0
2,76,1,0.0
2,77,1,3.4285714285714284
2,78,1,3.4285714285714284
2,79,1,0.0
2,80,1,3.4285714285714284
2,81,1,3.4285714285714284
2,82,1,0.0
2,83,0,2.0
2,84,0,2.0
2,85,0,2.0
2,86,0,2.0
2,87,0,2.0
2,88,0,2.0
2,89,0,2.0
2,90,0,2.0
2,91,0,2.0
2,92,0,2.0
2,93,0,2.0
2,94,1,3.4285714285714284
2,95,1,3.4285714285714284
2,96,1,3.4285714285714284
2,97,1,3.4285714285714284
2,98,1,3.4285714285714284
2,99,1,3.4285714285714284
3,0,0,2.0
3,1,0,2.0
3,2,0,2.0
3,3,0,2.0
3,4,1,3.4285714285714284
3,5,1,0.0
3,6,1,3.4285714285714284
3,7,1,3.4285714285714284
3,8,0,2.0
3,9,0,2.0
3,10,0,2.0
3,11,0,2.0
3,12,0,2.0
3,13,0,2.0
3,14,1,0.0
3,15,1,0.0
3,16,0,2.0
3,17,0,2.0
3,18,0,2.0
3,19,0,2.0
3,20,0,2.0
3,21,0,2.0
3,22,0,2.0
3,23,0,2.0
3,24,0,2.0
3,25,0,2.0
3,26,0,2.0
3,27,0,2.0
3,28,1,3.4285714285714284
3,29,1,3.4285714285714284
3,30,1,3.4285714285714284
3,31,1,3.4285714285714284
3,32,1,3.4285714285714284
3,33,1,0.0
3,34,1,3.4285714285714284
3,35,1,3.4285714285714284
3,36,1,3.4285714285714284
3,37,1,3.4285714285714284
3,38,1,3.4285714285714284
3,39,1,3.4285714285714284
3,40,1,3.4285714285714284
3,41,1,3.4285714285714284
3,42,1,3.4285714285714284
3,43,1,0.0
3,44,1,3.4285714285714284
3,45,1,0.0
3,46,1,3.4285714285714284
3,47,1,3.4285714285714284
3,48,1,3.4285714285714284
3,49,1,3.4285714285714284
3,50,1,3.4285714285714284
3,51,1,3.4285714285714284
3,52,1,0.0
3,53,1,3.4285714285714284
3,54,1,3.4285714285714284
3,55,1,3.4285714285714284
3,56,1,0.0
3,57,0,2.0
3,58,0,2.0
3,59,0,2.0
3,60,1,3.4285714285714284
3,61,1,3.4285714285714284
3,62,1,3.4285714285714284
3,63,1,0.0
3,64,0,2.0
3,65,0,2.0
3,66,0,2.0
3,67,0,2.0
3,68,0,2.0
3,69,0,2.0
3,70,0,2.0
3,71,0,2.0
3,72,0,2.0
3,73,0,2.0
3,74,0,2.0
3,75,0,2.0
3,76,0,2.0
3,77,0,2.0
3,78,0,2.0
3,79,0,2.0
3,80,0,2.0
3,81,0,2.0
3,82,0,2.0
3,83,0,2.0
3,84,0,2.0
3,85,0,2.0
3,86,0,2.0
3,87,0,2.0
3,88,0,2.0
3,89,0,2.0
3,90,1,3.4285714285714284
3,91,1,3.4285714285714284
3,92,1,3.4285714285714284
3,93,1,3.4285714285714284
3,94,1,0.0
3,95,0,2.0
3,96,0,2.0
3,97,0,2.0
3,98,0,2.0
3,99,0,2.0
4,0,0,2.0
4,1,0,2.0
4,2,1,0.0
4,3,0,2.0
4,4,0,2.0
4,5,0,2.0
4,6,0,2.0
4,7,0,2.0
4,8,0,2.0
4,9,0,2.0
4,10,0,2.0
4,11,0,2.0
4,12,0,2.0
4,13,1,3.4285714285714284
4,14,1,3.4285714285714284
4,15,1,0.0
4,16,1,3.4285714285714284
4,17,1,0.0
4,18,1,3.4285714285714284
4,19,1,3.4285714285714284
4,20,1,3.4285714285714284
4,21,1,3.4285714285714284
4,22,1,3.4285714285714284
4,23,1,0.0
4,24,0,2.0
4,25,1,0.0
4,26,1,3.4285714285714284
4,27,1,3.4285714285714284
4,28,1,3.4285714285714284
4,29,1,0.0
4,30,0,2.0
4,31,1,0.0
4,32,0,2.0
4,33,1,0.0
4,34,0,2.0
4,35,0,2.0
4,36,0,2.0
4,37,0,2.0
4,38,0,2.0
4,39,0,2.0
4,40,0,2.0
4,41,0,2.0
4,42,0,2.0
4,43,0,2.0
4,44,1,0.0
4,45,0,2.0
4,46,0,2.0
4,47,0,2.0
4,48,0,2.0
4,49,0,2.0
4,50,0,2.0
4,51,0,2.0
4,52,0,2.0
4,53,0,2.0
4,54,0,2.0
4,55,0,2.0
4,56,0,2.0
4,57,0,2.0
4,58,0,2.0
4,59,0,2.0
4,60,0,2.0
4,61,0,2.0
4,62,0,2.0
4,63,0,2.0
4,64,0,2.0
4,65,0,2.0
4,66,0,2.0
4,67,0,2.0
4,68,0,2.0
4,69,0,2.0
4,70,0,2.0
4,71,0,2.0
4,72,1,3.4285714285714284
4,73,1,0.0
4,74,1,3.4285714285714284
4,75,1,3.4285714285714284
4,76,1,0.0
4,77,1,0.0
4,78,1,3.4285714285714284
4,79,1,0.0
4,80,0,2.0
4,81,0,2.0
4,82,0,2.0
4,83,0,2.0
4,84,0,2.0
4,85,0,2.0
4,86,0,2.0
4,87,0,2.0
4,88,0,2.0
4,89,0,2.0
4,90,0,2.0
4,91,0,2.0
4,92,0,2.0
4,93,0,2.0
4,94,0,2.0
4,95,0,2.0
4,96,0,2.0
4,97,0,2.0
4,98,0,2.0
4,99,1,0.0
5,0,0,2.0
5,1,0,2.0
5,2,0,2.0
5,3,0,2.0
5,4,0,2.0
5,5,1,3.4285714285714284
5,6,1,0.0
5,7,0,2.0
5,8,0,2.0
5,9,0,2.0
5,10,0,2.0
5,11,0,2.0
5,12,0,2.0
5,13,0,2.0
5,14,0,2.0
5,15,0,2.0
5,16,0,2.0
5,17,0,2.0
5,18,0,2.0
5,19,0,2.0
5,20,0,2.0
5,21,0,2.0
5,22,0,2.0
5,23,0,2.0
5,24,0,2.0
5,25,0,2.0
5,26,0,2.0
5,27,0,2.0
5,28,1,0.0
5,29,1,3.4285714285714284
5,30,1,3.4285714285714284
5,31,1,0.0
5,32,1,3.4285714285714284
5,33,1,3.4285714285714284
5,34,1,3.4285714285714284
5,35,1,0.0
5,36,0,2.0
5,37,1,3.4285714285714284
5,38,1,3.4285714285714284
5,39,1,3.4285714285714284
5,40,1,3.4285714285714284
5,41,1,0.0
5,42,0,2.0
5,43,0,2.0
5,44,0,2.0
5,45,0,2.0
5,46,0,2.0
5,47,0,2.0
5,48,0,2.0
5,49,0,2.0
5,50,0,2.0
5,51,1,3.4285714285714284
5,52,1,0.0
5,53,0,2.0
5,54,1,3.4285714285714284
5,55,1,3.4285714285714284
5,56,1,3.4285714285714284
5,57,1,0.0
5,58,1,3.4285714285714284
5,59,0,2.0
5,60,0,2.0
5,61,0,2.0
5,62,0,2.0
5,63,0,2.0
5,64,0,2.0
5,65,0,2.0
5,66,0,2.0
5,67,0,2.0
5,68,0,2.0
5,69,0,2.0
5,70,1,0.0
5,71,0,2.0
5,72,0,2.0
5,73,0,2.0
5,74,0,2.0
5,75,0,2.0
5,76,0,2.0
5,77,0,2.0
5,78,1,3.4285714285714284
5,79,1,3.4285714285714284
5,80,1,0.0
5,81,1,3.4285714285714284
5,82,1,3.4285714285714284
5,83,1,3.4285714285714284
5,84,1,0.0
5,85,0,2.0
5,86,1,3.4285714285714284
5,87,1,3.4285714285714284
5,88,1,3.4285714285714284
5,89,1,0.0
5,90,0,2.0
5,91,0,2.0
5,92,0,2.0
5,93,0,2.0
5,94,0,2.0
5,95,0,2.0
5,96,0,2.0
5,97,0,2.0
5,98,0,2.0
5,99,0,2.0
6,0,0,2.0
6,1,0,2.0
6,2,0,2.0
6,3,0,2.0
6,4,0,2.0
6,5,0,2.0
6,6,0,2.0
6,7,0,2.0
6,8,0,2.0
6,9,0,2.0
6,10,0,2.0
6,11,0,2.0
6,12,0,2.0
6,13,0,2.0
6,14,1,0.0
6,15,1,3.4285714285714284
6,16,1,3.4285714285714284
6,17,1,3.4285714285714284
6,18,1,3.4285714285714284
6,19,1,3.4285714285714284
6,20,1,0.0
6,21,0,2.0
6,22,0,2.0
6,23,0,2.0
6,24,0,2.0
6,25,0,2.0
6,26,0,2.0
6,27,0,2.0
6,28,0,2.0
6,29,0,2.0
6,30,0,2.0
6,31,0,2.0
6,32,0,2.0
6,33,0,2.0
6,34,1,3.4285714285714284
6,35,1,3.4285714285714284
6,36,1,3.4285714285714284
6,37,1,0.0
6,38,0,2.0
6,39,0,2.0
6,40,0,2.0
6,41,0,2.0
6,42,0,2.0
6,43,0,2.0
6,44,0,2.0
6,45,0,2.0
6,46,0,2.0
6,47,0,2.0
6,48,0,2.0
6,49,0,2.0
6,50,1,0.0
6,51,1,0.0
6,52,0,2.0
6,53,0,2.0
6,54,0,2.0
6,55,0,2.0
6,56,0,2.0
6,57,0,2.0
6,58,0,2.0
6,59,0,2.0
6,60,0,2.0
6,61,0,2.0
6,62,0,2.0
6,63,0,2.0
6,64,1,3.4285714285714284
6,65,1,3.4285714285714284
6,66,1,3.4285714285714284
6,67,1,3.4285714285714284
6,68,1,3.4285714285714284
6,69,1,3.4285714285714284
6,70,1,3.4285714285714284
6,71,1,3.4285714285714284
6,72,1,3.4285714285714284
6,73,0,2.0
6,74,0,2.0
6,75,0,2.0
6,76,0,2.0
6,77,0,2.0
6,78,0,2.0
6,79,0,2.0
6,80,0,2.0
6,81,0,2.0
6,82,1,0.0
6,83,0,2.0
6,84,0,2.0
6,85,0,2.0
6,86,0,2.0
6,87,0,2.0
6,88,0,2.0
6,89,0,2.0
6,90,0,2.0
6,91,0,2.0
6,92,1,0.0
6,93,0,2.0
6,94,1,0.0
6,95,0,2.0
6,96,0,2.0
6,97,0,2.0
6,98,0,2.0
6,99,0,2.0
7,0,0,2.0
7,1,0,2.0
7,2,0,2.0
7,3,0,2.0
7,4,0,2.0
7,5,1,3.4285714285714284
7,6,1,0.0
7,7,1,3.4285714285714284
7,8,1,3.4285714285714284
7,9,1,0.0
7,10,0,2.0
7,11,0,2.0
7,12,0,2.0
7,13,0,2.0
7,14,0,2.0
7,15,1,3.4285714285714284
7,16,1,3.4285714285714284
7,17,1,3.4285714285714284
7,18,1,3.4285714285714284
7,19,1,3.4285714285714284
7,20,1,3.4285714285714284
7,21,1,3.4285714285714284
7,22,1,3.4285714285714284
7,23,1,3.4285714285714284
7,24,1,3.4285714285714284
7,25,1,3.4285714285714284
7,26,1,3.4285714285714284
7,27,1,0.0
7,28,0,2.0
7,29,0,2.0
7,30,0,2.0
7,31,0,2.0
7,32,0,2.0
7,33,0,2.0
7,34,0,2.0
7,35,0,2.0
7,36,0,2.0
7,37,0,2.0
7,38,1,3.4285714285714284
7,39,1,0.0
7,40,0,2.0
7,41,0,2.0
7,42,1,3.4285714285714284
7,43,1,3.4285714285714284
7,44,1,3.4285714285714284
7,45,1,3.4285714285714284
7,46,1,3.4285714285714284
7,47,1,0.0
7,48,1,3.4285714285714284
7,49,1,3.4285714285714284
7,50,1,3.4285714285714284
7,51,1,0.0
7,52,0,2.0
7,53,0,2.0
7,54,1,0.0
7,55,0,2.0
7,56,0,2.0
7,57,0,2.0
7,58,0,2.0
7,59,0,2.0
7,60,0,2.0
7,61,0,2.0
7,62,0,2.0
7,63,0,2.0
7,64,0,2.0
7,65,0,2.0
7,66,0,2.0
7,67,0,2.0
7,68,1,3.4285714285714284
7,69,1,3.4285714285714284
7,70,1,3.4285714285714284
7,71,1,3.4285714285714284
7,72,1,3.4285714285714284
7,73,1,3.4285714285714284
7,74,1,3.4285714285714284
7,75,1,3.4285714285714284
7,76,1,3.4285714285714284
7,77,1,3.4285714285714284
7,78,1,3.4285714285714284
7,79,1,3.4285714285714284
7,80,1,3.4285714285714284
7,81,1,0.0
7,82,1,3.4285714285714284
7,83,1,3.4285714285714284
7,84,1,0.0
7,85,1,3.4285714285714284
7,86,1,3.4285714285714284
7,87,1,3.4285714285714284
7,88,1,3.4285714285714284
7,89,1,0.0
7,90,1,0.0
7,91,1,3.4285714285714284
7,92,1,3.4285714285714284
7,93,1,3.4285714285714284
7,94,1,3.4285714285714284
7,95,1,3.4285714285714284
7,96,1,3.4285714285714284
7,97,1,3.4285714285714284
7,98,1,0.0
7,99,0,2.0
8,0,0,2.0
8,1,0,2.0
8,2,0,2.0
8,3,0,2.0
8,4,0,2.0
8,5,0,2.0
8,6,0,2.0
8,7,0,2.0
8,8,0,2.0
8,9,0,2.0
8,10,0,2.0
8,11,0,2.0
8,12,0,2.0
8,13,0,2.0
8,14,0,2.0
8,15,0,2.0
8,16,0,2.0
8,17,0,2.0
8,18,1,3.4285714285714284
8,19,1,3.4285714285714284
8,20,1,0.0
8,21,1,3.4285714285714284
8,22,1,0.0
8,23,1,3.4285714285714284
8,24,1,3.4285714285714284
8,25,1,3.4285714285714284
8,26,1,3.4285714285714284
8,27,1,0.0
8,28,1,3.4285714285714284
8,29,1,3.4285714285714284
8,30,1,0.0
8,31,0,2.0
8,32,0,2.0
8,33,0,2.0
8,34,0,2.0
8,35,0,2.0
8,36,0,2.0
8,37,0,2.0
8,38,0,2.0
8,39,0,2.0
8,40,0,2.0
8,41,0,2.0
8,42,0,2.0
8,43,0,2.0
8,44,0,2.0
8,45,0,2.0
8,46,0,2.0
8,47,0,2.0
8,48,0,2.0
8,49,0,2.0
8,50,0,2.0
8,51,0,2.0
8,52,0,2.0
8,53,0,2.0
8,54,0,2.0
8,55,0,2.0
8,56,0,2.0
8,57,0,2.0
8,58,0,2.0
8,59,0,2.0
8,60,0,2.0
8,61,0,2.0
8,62,0,2.0
8,63,0,2.0
8,64,0,2.0
8,65,1,3.4285714285714284
8,66,1,0.0
8,67,1,0.0
8,68,1,0.0
8,69,1,3.4285714285714284
8,70,1,3.4285714285714284
8,71,1,3.4285714285714284
8,72,1,3.4285714285714284
8,73,1,0.0
8,74,1,3.4285714285714284
8,75,1,0.0
8,76,1,0.0
8,77,0,2.0
8,78,0,2.0
8,79,0,2.0
8,80,0,2.0
8,81,0,2.0
8,82,0,2.0
8,83,0,2.0
8,84,0,2.0
8,85,0,2.0
8,86,0,2.0
8,87,1,3.4285714285714284
8,88,1,3.4285714285714284
8,89,1,3.4285714285714284
8,90,1,3.4285714285714284
8,91,1,3.4285714285714284
8,92,1,0.0
8,93,1,3.4285714285714284
8,94,0,2.0
8,95,0,2.0
8,96,0,2.0
8,97,0,2.0
8,98,0,2.0
8,99,1,3.4285714285714284
9,0,0,2.0
9,1,0,2.0
9,2,0,2.0
9,3,0,2.0
9,4,0,2.0
9,5,0,2.0
9,6,0,2.0
9,7,0,2.0
9,8,0,2.0
9,9,0,2.0
9,10,0,2.0
9,11,0,2.0
9,12,0,2.0
9,13,0,2.0
9,14,0,2.0
9,15,0,2.0
9,16,0,2.0
9,17,0,2.0
9,18,0,2.0
9,19,0,2.0
9,20,0,2.0
9,21,0,2.0
9,22,0,2.0
9,23,0,2.0
9,24,0,2.0
9,25,0,2.0
9,26,1,3.4285714285714284
9,27,1,3.4285714285714284
9,28,1,3.4285714285714284
9,29,1,0.0
9,30,0,2.0
9,31,1,3.4285714285714284
9,32,0,2.0
9,33,0,2.0
9,34,0,2.0
9,35,0,2.0
9,36,1,3.4285714285714284
9,37,1,0.0
9,38,1,3.4285714285714284
9,39,1,3.4285714285714284
9,40,1,3.4285714285714284
9,41,1,3.4285714285714284
9,42,1,3.4285714285714284
9,43,1,3.4285714285714284
9,44,1,3.4285714285714284
9,45,1,3.4285714285714284
9,46,1,0.0
9,47,1,3.4285714285714284
9,48,1,3.4285714285714284
9,49,1,3.4285714285714284
9,50,1,3.4285714285714284
9,51,1,0.0
9,52,0,2.0
9,53,0,2.0
9,54,0,2.0
9,55,0,2.0
9,56,0,2.0
9,57,0,2.0
9,58,0,2.0
9,59,1,0.0
9,60,1,0.0
9,61,1,0.0
9,62,1,3.4285714285714284
9,63,1,0.0
9,64,0,2.0
9,65,0,2.0
9,66,0,2.0
9,67,0,2.0
9,68,0,2.0
9,69,1,0.0
9,70,0,2.0
9,71,0,2.0
9,72,0,2.0
9,73,0,2.0
9,74,0,2.0
9,75,0,2.0
9,76,0,2.0
9,77,0,2.0
9,78,0,2.0
9,79,0,2.0
9,80,0,2.0
9,81,0,2.0
9,82,0,2.0
9,83,0,2.0
9,84,1,0.0
9,85,1,3.4285714285714284
9,86,1,3.4285714285714284
9,87,1,3.4285714285714284
9,88,1,3.4285714285714284
9,89,1,3.4285714285714284
9,90,1,3.4285714285714284
9,91,1,3.4285714285714284
9,92,1,3.4285714285714284
9,93,1,3.4285714285714284
9,94,1,3.4285714285714284
9,95,1,3.4285714285714284
9,96,1,3.4285714285714284
9,97,1,3.4285714285714284
9,98,1,3.4285714285714284
9,99,1,3.4285714285714284
10,0,0,2.0
10,1,0,2.0
10,2,0,2.0
10,3,0,2.0
10,4,0,2.0
10,5,0,2.0
10,6,0,2.0
10,7,0,2.0
10,8,0,2.0
10,9,1,0.0
10,10,0,2.0
10,11,0,2.0
10,12,1,3.4285714285714284
10,13,1,3.4285714285714284
10,14,1,0.0
10,15,1,3.4285714285714284
10,16,1,3.4285714285714284
10,17,1,0.0
10,18,1,3.4285714285714284
10,19,1,3.4285714285714284
10,20,1,3.4285714285714284
10,21,1,3.4285714285714284
10,22,1,3.4285714285714284
10,23,1,0.0
10,24,0,2.0
10,25,1,3.4285714285714284
10,26,1,3.4285714285714284
10,27,1,3.4285714285714284
10,28,1,3.4285714285714284
10,29,0,2.0
10,30,0,2.0
10,31,0,2.0
10,32,0,2.0
10,33,0,2.0
10,34,0,2.0
10,35,0,2.0
10,36,1,0.0
10,37,1,0.0
10,38,0,2.0
10,39,0,2.0
10,40,0,2.0
10,41,0,2.0
10,42,0,2.0
10,43,0,2.0
10,44,0,2.0
10,45,0,2.0
10,46,1,0.0
10,47,0,2.0
10,48,0,2.0
10,49,0,2.0
10,50,0,2.0
10,51,0,2.0
10,52,0,2.0
10,53,0,2.0
10,54,0,2.0
10,55,0,2.0
10,56,0,2.0
10,57,0,2.0
10,58,1,3.4285714285714284
10,59,1,3.4285714285714284
10,60,0,2.0
10,61,0,2.0
10,62,0,2.0
10,63,0,2.0
10,64,0,2.0
10,65,0,2.0
10,66,0,2.0
10,67,0,2.0
10,68,0,2.0
10,69,0,2.0
10,70,1,3.4285714285714284
10,71,1,0.0
10,72,0,2.0
10,73,0,2.0
10,74,0,2.0
10,75,0,2.0
10,76,0,2.0
10,77,0,2.0
10,78,0,2.0
10,79,0,2.0
10,80,0,2.0
10,81,0,2.0
10,82,0,2.0
10,83,1,3.4285714285714284
10,84,1,0.0
10,85,0,2.0
10,86,0,2.0
10,87,0,2.0
10,88,0,2.0
10,89,0,2.0
10,90,0,2.0
10,91,0,2.0
10,92,0,2.0
10,93,1,3.4285714285714284
10,94,1,0.0
10,95,0,2.0
10,96,0,2.0
10,97,0,2.0
10,98,0,2.0
10,99,0,2.0
11,0,0,2.0
11,1,0,2.0
11,2,0,2.0
11,3,0,2.0
11,4,0,2.0
11,5,0,2.0
11,6,0,2.0
11,7,0,2.0
11,8,0,2.0
11,9,0,2.0
11,10,0,2.0
11,11,0,2.0
11,12,1,3.4285714285714284
11,13,1,3.4285714285714284
11,14,1,3.4285714285714284
11,15,1,0.0
11,16,0,2.0
11,17,0,2.0
11,18,0,2.0
11,19,0,2.0
11,20,0,2.0
11,21,0,2.0
11,22,0,2.0
11,23,0,2.0
11,24,1,3.4285714285714284
11,25,1,3.4285714285714284
11,26,1,3.4285714285714284
11,27,1,3.4285714285714284
11,28,1,3.4285714285714284
11,29,1,3.4285714285714284
11,30,1,3.4285714285714284
11,31,1,3.4285714285714284
11,32,1,0.0
11,33,0,2.0
11,34,0,2.0
11,35,0,2.0
11,36,0,2.0
11,37,0,2.0
11,38,0,2.0
11,39,0,2.0
11,40,0,2.0
11,41,0,2.0
11,42,0,2.0
11,43,0,2.0
11,44,0,2.0
11,45,1,3.4285714285714284
11,46,1,3.4285714285714284
11,47,1,3.4285714285714284
11,48,1,0.0
11,49,1,3.4285714285714284
11,50,1,3.4285714285714284
11,51,1,3.4285714285714284
11,52,1,0.0
11,53,1,3.4285714285714284
11,54,1,0.0
11,55,1,3.4285714285714284
11,56,1,0.0
11,57,1,3.4285714285714284
11,58,1,3.4285714285714284
11,59,1,3.4285714285714284
11,60,1,3.4285714285714284
11,61,0,2.0
11,62,0,2.0
11,63,0,2.0
11,64,0,2.0
11,65,0,2.0
11,66,0,2.0
11,67,0,2.0
11,68,0,2.0
11,69,1,0.0
11,70,0,2.0
11,71,0,2.0
11,72,0,2.0
11,73,0,2.0
11,74,0,2.0
11,75,0,2.0
11,76,0,2.0
11,77,0,2.0
11,78,0,2.0
11,79,0,2.0
11,80,0,2.0
11,81,1,3.4285714285714284
11,82,0,2.0
11,83,1,3.4285714285714284
11,84,1,3.4285714285714284
11,85,1,3.4285714285714284
11,86,1,3.4285714285714284
11,87,1,0.0
11,88,1,0.0
11,89,1,3.4285714285714284
11,90,1,3.4285714285714284
11,91,1,3.4285714285714284
11,92,1,3.4285714285714284
11,93,1,3.4285714285714284
11,94,1,3.4285714285714284
11,95,1,0.0
11,96,0,2.0
11,97,0,2.0
11,98,0,2.0
11,99,1,0.0
12,0,0,2.0
12,1,0,2.0
12,2,0,2.0
12,3,0,2.0
12,4,0,2.0
12,5,0,2.0
12,6,0,2.0
12,7,0,2.0
12,8,0,2.0
12,9,0,2.0
12,10,0,2.0
12,11,0,2.0
12,12,0,2.0
12,13,0,2.0
12,14,0,2.0
12,15,0,2.0
12,16,0,2.0
12,17,1,3.4285714285714284
12,18,1,3.4285714285714284
12,19,1,3.4285714285714284
12,20,1,0.0
12,21,1,3.4285714285714284
12,22,1,3.4285714285714284
12,23,1,0.0
12,24,1,0.0
12,25,1,3.4285714285714284
12,26,1,3.4285714285714284
12,27,1,3.4285714285714284
12,28,1,3.4285714285714284
12,29,1,3.4285714285714284
12,30,1,3.4285714285714284
